Anyone can do that.	任何人都可以做到。
The university was founded by his father twenty years ago.	大学在20年前由他的父亲建立。
My brother is holding a camera in his hand.	我弟弟手里拿着一个摄像机。
The boy was shirtless.	男孩赤裸着上身。
What do you really want to say?	你实际上想说什么？
There is a cottage beyond the bridge.	桥对面有一间小屋。
It's awfully hot today.	今天非常熱。
He went by bicycle.	他騎腳踏車去。
Nobody's going to shed any tears if that old building gets torn down.	没有人会为这个旧建筑物的拆除而落泪。
Tom used to drink like a fish.	Tom過去喝很多酒。
That hotel was very near the lake.	這家旅館非常靠近湖。
My sister takes piano lessons twice a week.	我妹妹每周上两次钢琴课。
He was forced to work overtime.	他被迫加班。
I can't do it either.	我也不會做。
Do you mind if I turn off the light?	您介不介意我把灯关了？
Tom put a cover over his car.	汤姆给车盖上套。
I don't like to leave things up in the air.	我不喜歡讓事情懸而未決。
You have to study Japanese harder.	你必須更努力學習日語。
The plane was three hours late due to bad weather.	由于天气不好，飞机迟到了3小时。
You look the way your father did thirty years ago.	你看上去就像是三十年前你父親的樣子。
We didn't stay home yesterday.	我們昨天沒有待在家裡。
Tom likes science fiction.	汤姆喜欢科幻。
Don't blame Tom for what Mary did.	别为玛丽犯的错责备汤姆。
He is the father of two children.	他是兩個孩子的父親。
The cap is too small for me.	这顶帽子对我来说太小了。
Do you know how to dance?	你會跳舞嗎？
This problem is too difficult for primary school children to solve.	这个问题让小学生解决太难了。
We were surprised to hear the news.	我們聽到這個消息很驚訝。
Tom searched inside the closet.	汤姆搜查了衣柜里面。
Spanish is her native language.	西班牙语是她的母语。
I gave Tom one of those.	我给了汤姆其中之一。
To be always honest is not easy.	要一直誠實是不容易的。
I don't think Tom is going to be too much help.	我认为汤姆帮不上大忙。
The doctor advised him to do more exercise.	醫生建議他多做運動。
You'll get used to this in three or four weeks.	你在三或四周内会习惯这个。
How do you heat the house?	您怎么让屋子暖起来？
Both Tom and Mary can speak French.	汤姆和玛丽两个人都会说法语。
Tom said he was ill, which was a lie.	汤姆说他病了，这是说谎。
What have you done with my bag?	你用我的袋子做了什麼？
I couldn't understand anything that he said.	我不了解他所說的事情。
She will be the first Japanese woman astronaut.	她將會成為日本第一個女性太空人。
Tom can't decide whether to buy a Toyota or a Ford.	汤姆不能决定买丰田还是福特。
There wasn't anybody in the house.	沒有人在家。
Christmas is soon, isn't it?	聖誕節很快就到了，不是嗎？
Some of them are healthy, but others are not.	他们中的一些人身体健康，但是其他人不是。
Not a star was to be seen.	星星沒有被看到。
Tom laid the newspaper on the table.	汤姆把报纸放在桌上。
I am sure that he is an honest man.	我确定他是个老实人。
He is glad to hear the news.	他很高興聽到這個消息。
You had better go to the dentist's.	你最好去看牙醫。
Whose bicycle is this?	这辆自行车是谁的？
Without water, we cannot exist.	没有水，我们无法生存。
The teacher told us to be quiet.	老師告訴我們要安靜。
There's no need to get so angry.	沒有必要這麼生氣。
Something has happened to my car.	我的车出了点事。
You don't have to do it right away.	你没必要马上去做。
Have a nice day.	祝你一天过得愉快。
My uncle lived abroad for many years.	我叔叔住在國外很多年了。
She doesn't like people who aren't punctual.	她不喜欢不守时的人。
You should not waste your time.	你不该浪费你的时间。
He sent me a birthday card.	他寄給我一張生日賀卡。
Every one of his songs was a hit.	他的每首歌都长期备受欢迎。
I bought a book.	我買了一本書。
Mary grabbed her purse and left.	Mary霸占了她的包包并且离开了。
When was this temple built?	这个寺庙是何时造的？
This milk won't keep till tomorrow.	這牛奶放到明天會壞的。
You can't go outside.	你不能到外面去。
He was involved in the trouble.	他被卷进了是非中。
Tom is the easy-going sort.	汤姆是容易相处的类型。
She had to accept her fate.	她该接受她的命运。
You'd better go by bus.	你最好坐公共汽車去。
Would you care for more coffee?	你想再喝點咖啡嗎？
Please tell me about your trip.	請告訴我有關你旅行的事。
It is likely to rain again.	很有可能还会下雨。
We should try to avoid imposing our own beliefs on others.	我們應該盡量避免把我們自己的信念強加在別人身上。
Can you make yourself understood in English?	別人聽得懂你說的英語嗎?
Can I try on this jacket?	我可以試穿這件外套嗎？
What do you think about it?	你認為如何?
I'm glad to see you back.	很高兴再见到您。
I want to move out of this cramped room as soon as I can.	我想尽快从这个不透气的屋子里出去。
I'd be unhappy, but I wouldn't kill myself.	我会不高兴，但我不会自杀。
Can you weigh this, please?	請你稱一下這個的重量好嗎？
Come with me now.	现在就跟我来。
I have a frog in my throat.	我的喉嚨裡有一隻青蛙。
It's almost six.	快要六點了。
He's a very romantic boyfriend who brings me flowers each night.	他是个非常浪漫的男友，每晚都给我带花。
I keep a female cat.	我养了一只母猫。
I wasn't busy last week.	我上周不忙。
Write your name in capitals.	把你的名字用大写写下来。
Strike while the iron is hot.	打鐵趁熱。
Publication of the article was timed to coincide with the professor's birthday.	文章的发表被预定在教授生日那天。
He's a high school student.	他是一名高中學生。
I have a lot of homework to do.	我有很多作业要做。
Not all aliens are bad.	不是所有外星人都坏。
He lived to be seventy years old.	他活到了70歲。
The answer misses the point.	回答偏了。
There was no water in the river.	這條河的水乾了。
The law is full of ambiguities.	法律有很多不明确的地方。
Mary senses the aliens are watching her.	玛丽发现外星人正在看她。
I play in a band.	我在一個樂團裡演奏。
I could hear doors slamming.	我可以聽見門砰砰作響。
This really is great weather.	這真的是個好天氣。
You may choose whichever book you like.	你可以選擇任何你喜歡的書。
My brother seems to enjoy himself at college.	我弟弟似乎在大学过得很愉快。
He is washing his car.	他正在洗他的车。
Aren't you happy?	你不快樂嗎?
The house burned to the ground before the fire truck arrived.	消防车到达之前，房子就全烧了。
That novel isn't for children.	那本小說不適合兒童。
I want the same jacket as you are wearing.	我也想要和你身上那件同样的外套。
He is a very thoughtful person.	他是個很體貼的人。
Tom didn't want to come.	汤姆不想来。
Parents teach their children that it's wrong to lie.	父母教育他们的孩子说谎是不好的。
Tom doesn't have a microwave oven.	汤姆没有微波炉。
Wearing a suit, he stood out.	他穿著西裝站了出來。
My mother likes tea very much.	我媽媽很喜歡茶。
Tom made some mistakes on the test.	湯姆在考試中犯了一些錯誤。
We depend on you.	我们可全靠你了。
I'm worried about my weight.	我担心我的体重。
Why did you come here so early?	你為什麼這麼早來這裡？
I got tired with the work.	我對這份工作感到疲乏了。
I enjoyed watching TV yesterday.	昨天我很開心地看電視。
He does nothing but read comics.	他什麼都不做只是看漫畫。
Tom asked for food.	汤姆要食物。
You always work hard.	你一直努力工作。
Where can I find toothpaste?	在哪儿我能找到牙膏？
It is expensive to live in Japan.	生活在日本很昂貴。
I'd gladly pay more for something if it's of high quality.	如果它是高品質的東西我會很樂意多付一點錢。
They granted his request.	他們批准了他的請求。
I have to wake Tom up.	我得叫醒汤姆。
There is no scientific basis for these claims.	這些主張沒有科學的根據。
We can deliver it this evening.	我們今天晚上可以運送它。
You don't have to kick yourself.	你不要自甘堕落。
I am near the station.	我在車站附近。
I am staying with a friend.	我和一位朋友住在一起。
They have announced their engagement.	他們已經宣布訂婚了。
They won't come until tomorrow.	他們明天才會來。
Tom has a pretty big mouth.	汤姆是一个大嘴巴。
She and I are brother and sister.	我和她是兄妹。
Mary is tall.	瑪麗很高。
Be quiet, all of you.	你們所有的人都安靜。
He behaved like a madman.	他表现的像个疯子。
Did something happen?	發生了什麼事嗎？
Strawberries are in season now.	現在是草莓的季節。
They make frequent trips to Europe.	他們經常去歐洲。
The boy lay listening to the radio.	男孩躺着听收音机。
I wish I could buy that guitar.	但願我可以買那把吉他。
Go straight on down this street.	沿着这条街直走。
She is progressing in Chinese.	她中文有进步。
Tom abstained from voting.	汤姆投票弃权。
I'll be flying to Boston.	我将要飞到波士顿去。
Does anyone speak English?	有人说英语吗？
I bought this book the other day.	我前幾天買了這本書。
This is the room where the body was found.	这就是发现尸体的房间。
I'd like to invite you to the party.	我想请你参加派对。
Tom opened the shoebox and took out the shoes.	汤姆打开鞋柜拿出鞋。
Short skirts are already out of fashion.	短裙已經過時了。
I filled up the vase with water.	我倒水進去花瓶裡。
We can change if we want to.	如果我们想，我们就能变。
I did not order this.	我没有预定这个。
This airplane is capable of carrying 40 passengers at a time.	这架飞机一次可以携带40名乘客。
His explanation is not clear.	他的說明並不清楚。
Fill it up.	把它填滿。
It's totally dark outside.	外面一片漆黑。
I had no trouble finding his office.	我毫不费劲就找到他的公司。
Why are you wearing that scarf?	你为什么戴那条围巾？
The bill was passed after a hard fight in the House.	該法案在眾議院爭議後獲得通過。
You don't need to speak so loud.	你不必這麼大聲說話。
Breakfast is ready.	早饭准备好了。
We heard him come downstairs.	我们听见他下楼了。
I shouldn't have told you anything.	我本不该告诉您什么的。
I need something to write with.	我需要一些用來寫字的東西。
He interrupted our conversation.	他打断了我们的谈论。
Smoking is prohibited on the train.	在火車上禁止吸煙。
This room has air conditioning.	這個房間有空調。
That goes without saying.	不言而喻。
They're not afraid of hard work.	他們不怕艱苦的工作。
He was killed in a car accident.	他死於一場車禍。
The poor man has no relatives.	窮人無親戚。
Several dozen young people participated in the demonstration.	几十个年轻人参加了示威游行。
He is the richest man on earth.	他是世界上最有錢的人。
He has written a letter.	他寫了一封信。
The jet landed at Tokyo.	這架客機降落在東京了。
Let's get together again next year.	讓我們明年再相聚。
I cleared the table.	我清理了桌子。
There's no telling what he'll do next.	没有人知道他接下来会干什么。
Everybody is fine.	每个人都好。
He is good at football.	他擅長足球。
This is Mary's dog.	這是瑪麗的狗。
Keep an eye on the bags.	把包包看好。
That isn't fair.	這不公平。
My father is an office worker.	我父親是一名辦公室職員。
My apartment is on the fourth floor.	我的公寓在四樓。
They have the horse.	他们有马。
I gather that they'll agree with us.	我猜想他們會同意我們的。
I bought a new computer last month.	上个月我买了一台新电脑。
It's up to you.	这就要看您了。
My mom doesn't speak English very well.	我妈妈英语说得不太好。
We enjoyed singing songs together.	我們喜歡一起唱歌。
No problem.	没问题。
The cat caught the rats.	猫抓住了老鼠。
I see you found your bag.	我见你找到了你的包。
She gave him a sweater.	她给他一件毛衣。
You have cute eyes.	你有一双很可爱的眼睛。
Are you on the committee?	你是委員會中的成員嗎？
He had every reason for doing so.	他有充分的理由這樣做。
My blood type is A positive.	我的血型是A型血阳性。
What's new?	有什么新鲜事吗？
That meal was simply divine.	那頓飯簡直好極了。
Is there anything you want to add to what I just said?	我刚才说的内容，你想补充么？
Thank you all the same.	同样感谢你。
It's ten minutes' walk to the station.	步行到車站要花十分鐘。
He will play baseball tomorrow.	他明天將打棒球。
Almost all the students like English.	幾乎所有的學生喜歡英語。
It's getting cloudy. It may rain soon.	雲愈來愈多，可能快下雨了。
I wish you had come with us.	要是你和我們一起來就好了。
Oh! I'm sorry to hear that.	哦！我很遺憾聽到這個消息。
I've lost patience with Tom.	我对汤姆失去了耐心。
It is no use crying over spilt milk.	為濺出的牛奶哭也沒用。
This is not safe.	这不安全。
This happens all the time.	這是常有的事。
Why are we wasting time with this?	为什么我们在这上面浪费时间？
Can you swim underwater?	你能潜水吗？
There's no salt.	没有盐。
Tom's hope was to win first prize.	湯姆希望贏得第一名。
There were three survivors.	有三个幸存者。
What's going on with Tom?	汤姆出什么事了？
I'm very glad to see you again.	我很高興再次見到你。
I know what to say.	我知道要说什么。
It's no big deal.	这没什么大不了的。
My foot hurts.	我的脚痛。
I'm sorry that you are leaving here.	我很遺憾你要離開這裡。
You're the new secretary, aren't you?	您是新来的秘书吧，不是吗？
Tell me how you solved the problem.	告訴我你如何解決了這個問題。
Put the egg into boiling water.	把蛋放入沸水中。
I can play soccer.	我會踢足球。
I've got to stop eating such sweet ice cream.	我必须停止吃那么甜的冰激凌。
He catches colds easily.	他很容易感冒。
I succeeded in getting what I wanted.	我赢得了我想要的。
He had a smile on his face.	他面帶笑容。
Express yourself as clearly as possible.	盡可能明確地表達你自己。
Tom has absolutely no enemies.	汤姆绝没有敌人。
I don't think she takes after her mother.	我不觉得她像她妈妈。
It's not a suitable topic for discussion.	它不是一個適合討論的主題。
We played poker the entire day.	我们用了一整天打扑克。
I caught up with them soon.	我很快就趕上了他們。
This diamond is not real.	这颗钻石不是真的。
She quit smoking.	她停下來抽煙。
Don't let your feelings show.	不要流露你的感情。
He got a good grade in mathematics.	他數學得了一個好成績。
He sat there with his legs crossed.	他翹著二郎腿坐在那裡。
Tom knew Mary wouldn't let him down.	汤姆知道玛丽不会让他失望。
Put it on one bill, please.	請記在一張帳單上。
Trouble began immediately.	麻烦说来就来。
Wild animals live in the forest.	野生動物住在森林裡。
She sang a Japanese song for us.	她為我們唱了一首日文歌。
She can play the drum.	她會打鼓。
You must think I'm stupid.	你肯定认为我傻。
What newspaper do you take?	你訂閱了什麼報紙?
He wants to be a tennis player.	他想成為一名網球選手。
I'm not moving to Boston.	我没有向波士顿走。
How did you do in your exam?	考得如何？
Tom doesn't eat red meat.	湯姆不吃紅肉
I think jogging is good exercise.	我認為慢跑是很好的運動。
I couldn't control my anger.	我不能控制我的愤怒。
A cafeteria is a self-service style restaurant.	自助餐廳是一種自助式的餐廳。
She was brought up by her grandmother.	她是由她的祖母带大的。
Up to now, how many books do you think you've read?	到目前为止，你认为你阅读过多少书籍？
He denies having broken the window.	他否認打破了窗口。
I wish I could help you.	但願我可以幫助你。
Tom comes here three or four times a month.	汤姆一个月来这里三四次。
I'm going to check out at eight.	我會在八點鐘的時候登出。
Would you like a drink?	你想喝點什麼嗎？
I decided to buy a car.	我決定買一輛車。
Please come in.	請進來。
I'm looking forward to seeing you.	我期待著見到你。
Did you call your friend in Canada?	你打電話給你在加拿大的朋友了嗎?
We're having a party next Saturday.	我們下個星期六將舉行派對。
Don't pry into the affairs of others.	不要探听别人的事。
The bike parked over there is my brother's.	那邊停著的那輛自行車是我哥哥的。
They forgave him for his crimes.	他们原谅了他的罪行。
The children ran down the hill.	孩子們跑下了山丘。
We arrived at the office on time.	我們準時到達了辦公室。
It's a clear day.	它是一個晴朗的日子。
I was pretty hungry.	我真是饿了。
Because our kids got married, we are now in-laws.	我們成親家了, 因為我們的孩子們結婚了。
I will give you the money tomorrow.	我明天會給你錢。
She picked flowers in the garden.	她在花園裡摘花。
I went swimming in the river yesterday.	我昨天去河里游泳了。
This suit seems really expensive.	这西装好像真的很贵。
I can walk to school in 10 minutes.	我走路10分钟能到学校 。
What has brought you here?	是什么风把你吹来了啊？
If Tom is really alive, where is he?	如果汤姆真的活着，他在哪里？
She rarely goes out on Sundays.	她星期日很少出門。
I am counting on you.	我指望你了。
You can no longer hurt me.	你不再能伤害到我了。
No matter what happens, I'm not changing my mind.	無論如何，我不會改變我的想法。
He is absent from school today.	他今天沒上學。
He tried to kill himself.	他試圖自殺。
I got her to clean my room.	我讓她把我的房間弄乾淨。
I gave them one thousand yen each.	我給了他們每個人一千日元。
We arrived at a small town in Hokkaido.	我们到达了北海道的一个小镇。
I have a surprise for you.	我帶了一個驚喜給你。
It was too difficult for me.	它對我來說太困難了。
"How do you feel?" he asked.	“你感觉怎么样？”他问。
I'm exhausted.	我累死了。
I'm going to tell you the truth.	我要告诉你真相。
I caused him a lot of trouble.	我給他帶來了很多麻煩。
I don't know when she got married.	我不知道她是什么时候结婚的。
He was able to solve the problem.	他能解決這個問題。
There were two bridges.	那里有两座桥。
It is necessary for you to go there immediately.	你必需马上去那儿。
I'd be crazy to do that.	我做那事会疯。
Stay out of my kitchen.	别进我的厨房。
I had a good sleep last night.	我昨晚睡得很好。
She's been absent from school for five days.	她已经五天不上学了。
Please come over if you have time.	如果你有時間的話，請過來一趟。
Tom has been on the wanted list for three years.	汤姆已经上通缉令三年了。
How much does the wooden chair cost?	那张木椅要多少钱？
Do you have a book written in English?	你有一本用英文寫的書嗎？
This desk is better than that one.	這張書桌比那張好。
"What time is it?" "It is ten-thirty."	"几点了?""10点半了。"
You've cut my hair too short.	你把我的头发剪得太短了。
I will do anything for you.	我會為你做任何事。
I just ate sushi and drank beer.	我剛才吃了壽司喝了啤酒。
He narrowly escaped being killed.	他險些被殺害。
Selling cars is my job.	賣車是我的工作。
Put away your bicycle.	把你的自行车放好。
Tom was a little drunk.	汤姆有点醉。
Tom has blue eyes.	汤姆的眼睛是蓝色的。
Excuse me.	对不起。
I think I'm going crazy.	我认为我快疯了。
Tom was advised by Mary not to go there by himself.	玛丽建议汤姆不要独自去。
Tom folded the paper before handing it to Mary.	在传给玛丽之前，汤姆把纸条折了起来。
Her speech moved the audience.	她的演说感动了听众。
Traffic was blocked by a landslide.	交通被山崩所阻斷。
I hope that you give this book a read.	我希望你讀讀這本書。
Tom swam.	汤姆游泳了。
I learned to live without her.	我学会了不靠她生活。
Let's clear up this problem.	让我们来澄清一下这个问题。
I'm looking for an old man.	我正在尋找一位老人。
Can I ask you a question?	我能问您一个问题吗？
He founded the school five years ago.	他在五年前創立了這所學校。
The girl brought me a red and a white rose.	女孩给我了一枝红玫瑰和一枝白玫瑰。
The clock is above the fireplace.	時鐘在壁爐的上方。
The storm developed into a typhoon.	暴風雨發展成了一個颱風。
His clothes are out of fashion.	他的衣服過時了。
Would you like to wait?	你愿意等吗 ?
I can read Spanish easily.	我能很輕鬆地讀西班牙文。
Her father died when she was three.	她父亲在她三岁时死了。
I slipped and fell down the stairs.	我滑了一跤並從樓梯上摔下來。
I can't help feeling sorry for him.	我不禁為他感到難過。
You'll need a special tool to do it.	你会需要一个特殊的工具来做这件事。
She is always dressed in black.	她總是一身黑。
Can you come?	你能來嗎？
The station is two miles away.	車站離這裡兩英里遠。
Where's the nearest drugstore?	最近的藥店在哪裡？
Promises are made to be broken.	诺言就是用来打破的。
His new car is wonderful.	他的新車很棒。
Weather permitting, we will leave in an hour.	如果天气允许的话，我们1小时后出发。
I'd like a glass of water.	我想要一杯水。
Don't open your book.	不要打开你的书。
Could I have another glass of beer?	我可以再喝一杯啤酒嗎？
Where do you attend high school?	你在哪裡唸高中?
Are they all the same?	他们都是一样的吗？
She was ashamed of her children's behavior.	她为自己孩子的行为感到羞耻。
She's a stubborn girl.	她是个倔强的女孩。
I know everybody here.	我認識這裡的每個人。
Is Tom helping Mary?	汤姆在帮玛丽吗？
I've never climbed Mt. Fuji.	我從來沒有爬過富士山。
She is practicing the violin now.	她現在正在練習拉小提琴。
Please have a look at this book.	请看这本书。
Could you please autograph this book?	請你在這本書上簽名好嗎？
He did not accept their invitation.	他沒有接受他們的邀請。
English is not easy, but it is interesting.	英语不简单，但是很有趣。
She was feeling kind of tired.	她覺得有點累了。
She left here right away.	她馬上離開了這裡。
He didn't know what to do next.	他不知道下一步要做什麼。
I miss Boston.	我想念波士頓。
He told me not to tell lies.	他告訴我不要說謊。
Shake the bottle before using.	使用前搖動一下瓶子。
Tom doesn't drive as carefully as I do.	汤姆不像我这样开车小心。
You can delete that now.	你现在可以删除它。
I enjoyed talking with him at the party.	聚会上我和他谈得很愉快。
Hold your horses, young man.	握住你的馬，年輕人。
I will not see him any more.	我不会再见他了。
His brazen act of defiance almost cost him his life.	他怀疑的无耻行为差点要了他的命。
He enjoys watching baseball games on TV.	他喜歡看電視上的棒球比賽。
He said he was tired, so he would go home early.	他说他累了，所以他想早点回家。
Do you have anything for a cold?	你有任何治感冒的東西嗎?
Doctors refused to perform a second operation.	医生们拒绝做第二次手术。
A blast of cold air swept through the house.	冷空氣疾風席捲整棟房子。
I am watering the flowers.	我在澆花。
She wanted to wash the dirty clothes.	她想洗脏衣服。
The main problem with Tom is that he has no sense of humor.	汤姆的主要问题是他一点幽默感都没有
I got up at five that morning.	那天早上我五點起床。
"Shall I take a message?" "No, thank you."	“需要我为您留个口信儿吗？”“不用了，谢谢。”
Are you still collecting stamps?	你還在收集郵票嗎？
People are more educated now than they used to be.	现在的人教育程度比以前高得多。
Believe it or not, she has three children.	她有三个孩子，信不信由你。
I know how to make beef stroganoff.	我知道怎麼做俄式炒牛肉片。
Is it OK for me to come in now?	我现在进来方便么？
Her hair grew back to it's original length.	她的头发长回原来的长度了。
We went to the movies last night.	我們昨晚去看電影了。
She usually gets up early.	她通常很早起床。
Where is the police station?	警察局在哪里？
Mary loses her temper easily.	瑪麗很容易發脾氣。
Are these all your books, Tom?	汤姆，这些全都是你的书吗?
You should keep your promise.	你應該信守諾言。
I bumped into him at the station.	我在車站碰到他。
He forgot to turn off the light.	他忘了關燈。
What does it mean?	这是什么意思？
Mary paid five dollars for her lunch.	玛丽用5美元买了午饭。
I asked her for a date.	我向她提出約會的請求。
I love pizza very much.	我非常喜欢匹萨。
These containers are airtight.	這些容器是密封的。
She hired him as a programmer.	她聘請他作程式設計師。
Make your choice.	做出您的選擇。
Feel free to stay.	歡迎留下來。
The blanket is still wet.	这个毯子还是湿的。
She can speak three languages.	她會講三種語言。
The train passed by us.	列车从我们身边经过。
Tom is swimming.	汤姆在游泳。
Tom ate only one sandwich.	Tom吃了唯一一个三明治。
Watch out for cars when you cross the street.	當你過馬路的時候要當心汽車。
He called me a cab.	他替我叫了一部計程車。
The bus is running about ten minutes late.	公交車晚點了十分鐘。
You should have attended the meeting.	你應該參加這個會議的。
I have been reading the book all afternoon.	我整个下午都在读这本书。
I need a new pair of shoes.	我需要一双新鞋。
His speech was short and to the point.	他的演讲简短且切中要害。
I wrote it myself.	我自己写了它。
He might change his mind.	他可能會改變心意。
When did you graduate from high school?	你什麼時候中學畢業?
I'll be right with you.	我馬上就来。
There is a fence around the house.	這棟房子的周圍有籬笆。
Kyoto has many universities.	京都有很多所大学。
Please send this by registered mail.	請用掛號寄這個。
May I see your driver's license?	我可以看看你的駕駛執照嗎？
I almost didn't meet her.	我幾乎沒有遇見她。
The police were able to find the criminal.	警方能夠找到罪犯。
Life today is fast-moving and complex.	今日的生活是迅息萬變和複雜的。
The policemen arrested the burglar.	警察逮捕了竊賊。
It's impossible to go out now.	現在不可能出去。
He is not as intelligent as his brother.	他沒有他弟弟聰明。
I made up my mind to study harder.	我决定更努力地学习。
Tom is a high school student.	湯姆是個高中生。
I don't like either tea or coffee.	我不喜歡茶也不喜歡咖啡。
What does she do in the evening?	她晚上做什麼?
The capital of Japan is Tokyo.	日本的首都是东京。
The train was late this morning.	今天早上火車來遲了。
He intruded on her privacy.	他侵犯了她的隐私。
I don't quite follow you.	我聽不太懂你的意思。
How long does it take to get to the station?	去火车站要多久？
Have you ever been to Hawaii?	你已经去过夏威夷了吗？
I think you're lying.	我觉得你在撒谎。
We've been married for five years.	我們已經結婚五年了。
Dozens are still missing.	数十人仍然失踪。
Do I have to bring my son to your office?	我必須帶我的兒子到你的辦公室嗎？
My father is free this afternoon.	我父親今天下午有空。
This city is 1,600 meters above sea level.	这座城市海拔1600米。
They always skip school.	他們總是逃學。
He is as tall as his father.	他和他爸爸一样高。
Mother has a coffee shop.	媽媽有一個咖啡廳。
I don't mind waiting for a while.	我不介意等一會兒。
You've arrived very early.	你來得很早。
If you are not going to the concert, then neither am I.	如果你不去音樂會, 我也不去。
Who is the woman dressed in pink?	那個穿粉紅色衣服的女人是誰？
The problem was that I had nothing to say to him.	问题是 我没什么要跟他说的。
I don't have the slightest intention of retiring.	我没有一点退休的念头。
He was born in the 19th century.	他生于19世纪。
I'm sure they'll win.	我確定他們會贏。
Are you busy?	你忙嗎？
I believe that he'll do fine.	我相信他會做得很好。
No one can help me.	没有人能帮我。
You've made progress.	你进步了。
My friend asked me if I was feeling all right.	我朋友问我是不是觉得还好。
She lived for a long time.	她活了很久。
I don't get it.	我不懂。
There was a cottage on the side of the hill.	山坡上有一个茅屋。
I bought two loaves of bread.	我買了兩條麵包。
Please add my name to the list.	請在名單上加上我的名字。
See you tonight.	今晚見。
What just happened?	刚刚发生了什么？
Suddenly, it started to rain very hard.	突然就下起了大雨。
Mary doesn't wear as much makeup as Alice.	玛丽没有化爱丽丝那样浓的妆。
I get you.	我了解你。
When I was in London last year, someone broke into my room and stole my wallet.	當我去年在倫敦的時候，有人闖進了我的房間，偷走了我的錢包。
I can do it by myself.	我可以自己做。
Do you have any Japanese magazines?	你有任何日本雜誌嗎？
I worked in a post office during the summer vacation.	暑假期间，我在邮局工作。
We'll go when the rain stops.	當雨停了，我們就會去。
I want something to read.	我要些讀的東西。
I had a chance to travel abroad.	我有個到國外旅遊的機會。
Tom didn't know exactly what it was that Mary wanted him to do.	汤姆不知道玛丽到底让他做什么。
I study about two hours every day.	我每天讀書大約兩個小時。
If it is fine tomorrow, we'll go on a picnic.	如果明天天气好，我们就去野餐。
Why do you need it?	你為什麼需要它？
I'd like to pay in cash.	我想用現金支付。
Every time I read the Bible, I am deeply moved.	每次我读圣经都会被深深地感动。
Why did you quit?	你為什麼辭職？
I'll eat it here.	我會在這裡把它吃了。
Tom certainly is an interesting person.	汤姆这人确实很有意思。
I wonder if this is love.	我不知道這是不是愛。
I've discovered something interesting.	我發現了一些有趣的東西。
My brother has become a priest.	我的兄弟已经成为了牧师。
You are very brave.	你非常勇敢。
Is there a timetable?	有时间表吗？
I finally persuaded him to buy it.	我終於說服了他買它。
What does this key unlock?	这钥匙能打开什么？
Who's worried about Tom?	谁担心汤姆？
Grandmother sent us a box of apples.	奶奶送了我們一箱蘋果。
They were very excited.	他们非常兴奋。
I got him to repair my car.	我讓他修理我的車子。
What is it?	這是什麼啊？
Police shouldn't take bribes.	警方不應該收取賄賂。
I took Highway 58.	我走58號高速公路。
I think what you say is true.	我相信你说的是真的。
Would you please lock the door?	請你鎖門好嗎？
Everyone who knew him admired him.	每一個認識他的人都愛慕他。
He's two years older than me.	他比我大两岁。
Do you have a non-smoking section?	你們有非吸煙區嗎？
I wish I could buy you everything you wanted.	我希望我能买下你想要的所有东西。
The law should not be violated.	法律不應受到侵犯。
Her mother will continue to work.	她母亲将继续工作。
I don't like winter.	我不喜欢冬天。
Class doesn't begin until eight-thirty.	八點半開始上課。
May I be excused from tomorrow's class?	明天的课我能不来吗？
The room smelled of tobacco.	房里闻起来有股烟味。
How long does it take to walk to the station?	走着去火车站要多久？
We can hear the ocean from here.	我們從這裡可以聽到海的聲音。
Are you for or against his idea?	您赞成还是反对他的想法？
Let's meet at the station at eight tomorrow morning.	明早八点车站见。
It's dangerous to swim in this river.	在這條河裡游泳很危險。
I am not quite sure if we can meet your requirements.	我不太確定我們是否能夠滿足你的要求。
I owe my success to his help.	我的成功要归功于他。
He bumped his head against a post.	他的頭撞到了一根柱子。
We need more.	我們需要更多。
Do you run every day?	你每天都跑步吗？
Who teaches you French?	谁教你们法语？
I got a good grade in English.	我的英文成績很好。
Leave me a bit of ice cream.	給我留點冰淇淋。
Tom doesn't want to go alone.	汤姆不想一个人走。
This juice tastes sour.	這個果汁喝起來酸酸的。
He failed to answer the letter.	他沒有回信。
I admire your courage.	我佩服你的勇氣。
He invested his money in stocks.	他把錢投資於股票。
Friends are like flowers in the garden of life.	朋友就像生命之园里的花朵。
Is it about ten o'clock?	大約十點鐘嗎？
He was suffering from a bad headache.	他正遭受严重头痛的困扰。
Would you close the window?	請您把窗戶關起來好嗎？
English is a Germanic language.	英語是一種日耳曼語。
He decided not to go to the party.	他決定不要去派對了。
I asked a policeman for directions.	我向一個警察問路。
Tom doesn't want to let Mary go.	Tom 不想让Mary走
He's a good lad.	他是個好人。
I don't mind if the weather is hot.	天气热点儿没关系。
It's getting dark. I wonder if it's going to rain.	天变暗了。我不知道是不是要下雨。
Let us know whether you can come.	讓我們知道你是否能來。
You'd better go home at once.	你最好立刻回家。
Don't tell anyone our plan.	不要把我们的计划告诉任何人。
I'll be staying here for another three days.	我会在这儿再待上三天。
He likes listening to the radio.	他喜歡聽收音機。
Did you push the button?	你按了按鈕嗎?
I am convinced that things will change for the better.	我深信事情会往更好的方向转变。
Tom put a stack of letters on Mary's desk.	汤姆把一叠信放在玛丽桌上。
She will be here this evening.	她今天晚上將在這裡。
What do you think Tom's waist size is?	你认为汤姆的腰围是多少？
I have not finished breakfast yet.	我還沒吃完早飯。
His political career has ended.	他的政治生涯完蛋了。
To make matters worse, it began snowing.	更糟糕的是開始下雪了。
